species,ID,title,abstract,authors,date,category,doi,version,author_corresponding,author_corresponding_institution,link_page,link_pdf,license,published
Pseudomonas aeruginosa,160257,Shadow ORFs illuminated: long overlapping genes in Pseudomonas aeruginosa are translated and under purifying selection,"The existence of overlapping genes (OLGs) with significant coding overlaps revolutionises our understanding of genomic complexity. We report two exceptionally long (957 nt and 1536 nt), evolutionarily novel, translated antisense open reading frames (ORFs) embedded within annotated genes in the medically important Gram-negative bacterium Pseudomonas aeruginosa. Both OLG pairs show sequence features consistent with being genes and transcriptional signals in RNA sequencing data. Translation of both OLGs was confirmed by ribosome profiling and mass spectrometry. Quantitative proteomics of samples taken during different phases of growth revealed regulation of protein abundances, implying biological functionality. Both OLGs are taxonomically highly restricted, and likely arose by overprinting within the genus. Evidence for purifying selection further supports functionality. The OLGs reported here are the longest yet proposed in prokaryotes and are among the best attested in terms of translation and evolutionary constraint. These results highlight a potentially large unexplored dimension of prokaryotic genomes.","Kreitmeier, M.; Ardern, Z.; Abele, M.; Ludwig, C.; Scherer, S.; Neuhaus, K.",2021-02-10,Evolutionary Biology,10.1101/2021.02.09.430400,1,Zachary  Ardern,Technical University of Munich,https://www.biorxiv.org/content/10.1101/2021.02.09.430400v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.02.09.430400v1.full.pdf,cc_by_nc_nd,NA
Pseudomonas aeruginosa,160654,Direct-from-specimen microbial growth inhibition spectrums under antibiotic exposure and comparison to conventional antimicrobial susceptibility testing,"Increasing global travel and changes in the environment may increase the frequency of contact with a natural host carrying an infection, and therefore increase our chances of encountering microorganisms previously unknown to humans. During an emergency (man-made, natural disaster, or pandemic), the etiology of infection might be unknown at the time of patient treatment. The existing local or global Antimicrobial Stewardship Programs might not be fully prepared for emerging/re-emerging infectious disease outbreaks, especially if they are caused by an unknown organism, engineered bioterrorist attack, or rapidly evolving superbug. We demonstrate an antimicrobial efficacy profiling method that can be performed in hours directly from clinical urine specimens. The antimicrobial potency is determined by the microbial growth inhibition and compared to conventional antimicrobial susceptibility testing (AST) results. The oligonucleotide probe pairs on the sensor were designed to target gram-negative bacteria, specifically Enterobacterales and Pseudomonas aeruginosa. A total of 10 remnant clinical specimens from the CLIA labs of New York-Presbyterian Queens were tested, resulting in 100% categorical agreement with reference AST methods (Vitek and broth microdilution method). The combined categorical susceptibility reporting of 12 contrived urine specimens was 100% for ciprofloxacin, gentamicin, and meropenem over a range of microbial loads from 105 to 108 CFU/mL.","Chen, J.; San, S. S. S.; Kung, A.; Tomasek, M.; Liu, D.; Rodgers, W.; Gau, V.",2021-02-12,Microbiology,10.1101/2021.02.12.430910,1,Vincent  Gau,"GeneFluidics, Inc",https://www.biorxiv.org/content/10.1101/2021.02.12.430910v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.02.12.430910v1.full.pdf,cc_by,10.1371/journal.pone.0263868
Pseudomonas aeruginosa,160910,Trade-offs between antiseptic cytotoxicity and efficacy in a human ex vivo wound contamination model,"Wound cleansing agents are routine in wound care, even in the absence of signs of infection. Antiseptic activity prevents contaminating microbes from establishing an infection while also raising concerns of cytotoxicity and delayed wound healing. Here, we used an ex vivo human skin excisional wound model to evaluate the cytotoxicity of five clinically-used wound cleaning agents (saline, povidone iodine, Dove(R) soap, Dial(R) soap, and chlorhexidine gluconate). We established a wound contamination model using [~]100 cells of Pseudomonas aeruginosa per wound to evaluate antiseptic efficacy and microbial biofilm spatial organization. We found that Dial(R) soap and chlorhexidine gluconate significantly reduced metabolic activity of the biopsies, while all treatments except saline affected local cellular viability. Within the contamination model, only chlorhexidine gluconate treatment resulted in significantly lower P. aeruginosa counts at 24 hours post-treatment, driven by sub-limit-of-detection counts immediately post-treatment. Later applications of chlorhexidine gluconate had no effects on microbial growth, with microscopy showing extensive surface colonization of the wound bed. We present a clinically-relevant model for evaluating antiseptic cytotoxicity and efficacy, with the ability to resolve spatial localization and temporal dynamics of tissue viability and microbial growth.","Cheong, A.; Liu, A.; Rust, C.; Kalan, L.; Gibson, A.",2021-02-15,Microbiology,10.1101/2021.02.14.430155,1,Lindsay  Kalan,University of Wisconsin-Madison,https://www.biorxiv.org/content/10.1101/2021.02.14.430155v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.02.14.430155v1.full.pdf,cc_by_nc_nd,NA
Pseudomonas aeruginosa,161156,Screening of the antimicrobial activity of marine sponge extracts from Martinique.,"Marine sponges are known for their antimicrobial, antifungal, and cytotoxic activity. In this study, the activity of aqueous and ethanoic extracts of 3 sponges from Martinique were tested on 5 bacterial strains: Bascillus cereus (CIP 783), Echerichia coli (CIP 54127), Pseudomonas aeruginosa (CIP A22), Staphylococcus aureus (CIP 67.8) and Staphylococcus saprophyticus (CIP 76125). The antimicrobial activity of Agelas clathrodes, Desmapsamma anchorata, and Verongula rigida, was demonstrated using the disc diffusion method and by determining the minimum inhibitory concentration and the minimum bactericidal concentration. The ethanoic extract of Agelas clathrodes had an inhibitory activity specifically on Staphylococcus aureus and Staphylococcus saprophyticus. No activity was observed for the other extracts. Further chemical analyses will be carried out in order to identify the active molecules of these sponges.","Piron, J.; Pastour, J.; Tysklind, N.; Smith-Ravin, J.; Priam, F.",2021-02-16,Microbiology,10.1101/2021.02.16.431398,1,Julie  Piron,Universite des Antilles et de la Guyane,https://www.biorxiv.org/content/10.1101/2021.02.16.431398v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.02.16.431398v1.full.pdf,cc_by,NA
Pseudomonas aeruginosa,161453,Capturing actively produced microbial volatile organic compounds from human associated samples with vacuum assisted sorbent extraction,"Volatile organic compounds (VOC) from biological samples have unknown origins. VOCs may originate from the host or different microbial organisms from a microbial community. In order to disentangle the origin of microbial VOCs, we performed volatile headspace analysis of bacterial mono- and co-cultures of Staphylococcus aureus, Pseudomonas aeruginosa, and Acinetobacter baumannii, and stable isotope probing in biological samples of feces, saliva, sewage, and sputum. We utilized mono- and co-cultures to identify volatile production from individual bacterial species or in combination with stable isotope probing to identify the active metabolism of microbes from the biological samples. To extract the VOCs, we employed vacuum assisted sorbent extraction (VASE). VASE is an easy-to-use commercialized solvent-free headspace extraction method for semi-volatile and volatile compounds. The lack of solvents and the near vacuum conditions used make developing a method relatively easy and fast when compared to other extraction options like tert-butylation and solid phase microextraction. However, VASE does not work on nonvolatile compounds, thus excluding many protein analyses and heavy stable isotope labelling experiments. Using the workflow described here, we identified volatile signatures from mono- and co-cultures indicating there were volatiles specific to certain microbes or co-cultures. Furthermore, analysis of the stable isotope probing of biological samples identified VOCs that were either commonly or uniquely produced from the different human derived biological samples. Here we present the general workflow and experimental considerations of VASE.

SUMMARYFrom this protocol, readers will be able to extract volatile organic compounds from a biological sample with the vacuum assisted sorbent extraction method, run samples on a GC-MS with the use of the Entech autosampler, and analyze data.","Phan, J.; Kapcia, J.; Rodriguez, C. I.; Vogel, V. L.; Dunham, S. J. B.; Whiteson, K.",2021-02-18,Biochemistry,10.1101/2021.02.16.431476,1,Katrine  Whiteson,"University of California, Irvine",https://www.biorxiv.org/content/10.1101/2021.02.16.431476v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.02.16.431476v1.full.pdf,cc_no,10.3791/62547
Pseudomonas aeruginosa,161346,F-type Pyocins are Diverse Non-Contractile Phage Tail-Like Weapons for Killing Pseudomonas aeruginosa,"Most Pseudomonas aeruginosa strains produce bacteriocins derived from contractile or non-contractile phage tails known as R-type and F-type pyocins, respectively. These bacteriocins possess strain-specific bactericidal activity against P. aeruginosa and likely increase evolutionary fitness through intraspecies competition. R-type pyocins have been studied extensively and show promise as alternatives to antibiotics. Although they have similar therapeutic potential, experimental studies on F-type pyocins are limited. Here, we provide a bioinformatic and experimental investigation of F-type pyocins. We introduce a systematic naming scheme for genes found in R- and F-type pyocin operons and identify 15 genes invariably found in strains producing F-type pyocins. Five proteins encoded at the 3-end of the F-type pyocin cluster are divergent in sequence, and likely determine bactericidal specificity. We use sequence similarities among these proteins to define 11 distinct F-type pyocin groups, five of which had not been previously described. The five genes encoding the variable proteins associate in two modules that have clearly re-assorted independently during the evolution of these operons. These proteins are considerably more diverse than the specificity-determining tail fibers of R-type pyocins, suggesting that F-type pyocins emerged earlier or have been subject to distinct evolutionary pressures. Experimental studies on six F-type pyocin groups show that each displays a distinct spectrum of bactericidal activity. This activity is strongly influenced by the lipopolysaccharide O-antigen type, but other factors also play a role. F-type pyocins appear to kill as efficiently as R-type pyocins. These studies set the stage for the development of F-type pyocins as anti-bacterial therapeutics.

IMPORTANCEPseudomonas aeruginosa is an opportunistic pathogen that causes a broad spectrum of antibiotic resistant infections with high mortality rates, particularly in immunocompromised individuals and cystic fibrosis patients. Due to the increasing frequency of multidrug-resistant P. aeruginosa infections, there is great interest in the development of alternative therapeutics. One alternative is protein-based antimicrobials called bacteriocins, which are produced by one strain of bacteria to kill other strains. In this study, we investigate F-type pyocins, bacteriocins naturally produced by P. aeruginosa that resemble non-contractile phage tails. We show that they are potent killers of P. aeruginosa, and distinct pyocin groups display different killing specificities. We have identified the probable specificity determinants of F-type pyocins, which opens up the potential to engineer them to precisely target strains of pathogenic bacteria. The resemblance of F-type pyocins to well characterized phage tails will greatly facilitate their development into effective antibacterials.","Saha, S.; Ojobor, C.; Mackinnon, E.; North, O. I.; Bondy-Denomy, J.; Lam, J. S.; Ensminger, A.; Maxwell, K. L.; Davidson, A. R.",2021-02-17,Microbiology,10.1101/2021.02.16.431561,1,Alan R.  Davidson,University of Toronto,https://www.biorxiv.org/content/10.1101/2021.02.16.431561v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.02.16.431561v1.full.pdf,cc_by,NA
Pseudomonas aeruginosa,161363,Phospholipid peroxidation fuels ExoU phospholipase-dependent cell necrosis and supports Pseudomonas aeruginosa-driven pathology,"Regulated cell necrosis supports immune and anti-infectious strategies of the body; however, dysregulation of these processes drives pathological organ damage. Pseudomonas aeruginosa expresses a phospholipase, ExoU that triggers pathological host cell necrosis through a poorly characterized pathway. Here, we investigated the molecular and cellular mechanisms of ExoU-mediated necrosis. We show that cellular peroxidised phospholipids enhance ExoU phospholipase activity, which drives necrosis of immune and non-immune cells. Conversely, both the endogenous lipid peroxidation regulator GPX4 and the pharmacological inhibition of lipid peroxidation delay ExoU-dependent cell necrosis and improve bacterial elimination in vitro and in vivo. Our findings also pertain to the ExoU-related phospholipase from the bacterial pathogen Burkholderia thailandensis, suggesting that exploitation of peroxidised phospholipids might be a conserved virulence mechanism among various microbial phospholipases. Overall, our results identify an original lipid peroxidation-based virulence mechanism as a strong contributor of microbial phospholipase-driven pathology.","Bagayoko, S.; Leon-Icaza, S.-A.; Pinilla, M.; Hessel, A.; Santoni, K.; Bordignon, P.-J.; Moreau, F.; Eren, E.; Boyance, A.; Naser, E.; Lefevre, L.; Berrone, C.; Iacobachvili, N.; Metais, A.; Rombouts, Y.; Coste, A.; Attree, I.; Frank, D. W.; Clevers, H.; Peters, P. J.; Cougoule, C.; Planes, R.; Meunier, E.",2021-02-17,Immunology,10.1101/2021.02.17.431580,1,Etienne  Meunier,"Institute of Pharmacology and Structural Biology (IPBS), University of Toulouse, CNRS, Toulouse; France",https://www.biorxiv.org/content/10.1101/2021.02.17.431580v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.02.17.431580v1.full.pdf,cc_by_nc_nd,10.1371/journal.ppat.1009927
Pseudomonas aeruginosa,161542,A D-2-hydroxyglutarate biosensor based on specific transcriptional regulator DhdR,"D-2-Hydroxyglutarate (D-2-HG) is a metabolite in many physiological metabolic processes. When D-2-HG is aberrantly accumulated due to mutations in isocitrate dehydrogenases or D-2-HG dehydrogenase, it functions in a pro-oncogenic manner and is thus considered a therapeutic target and biomarker in many cancers. In this study, DhdR from Achromobacter denitrificans NBRC 15125 was identified as an allosteric transcription factor that negatively regulates D-2-HG dehydrogenase expression and responds to presence of D-2-HG. It is the first known transcription regulator specifically responding to D-2-HG across all domains of life. Based on the allosteric effect of DhdR, a D-2-HG biosensor was developed by combining DhdR with amplified luminescent proximity homogeneous assay technology. The biosensor was able to detect D-2-HG in serum, urine, and cell culture with high specificity and sensitivity. Additionally, this biosensor was also successfully used to identify the role of D-2-HG metabolism in lipopolysaccharide biosynthesis of Pseudomonas aeruginosa, demonstrating its broad usages.","Xiao, D.; Zhang, W.; Guo, X.; Liu, Y.; Hu, C.; Guo, S.; Kang, Z.; Xu, X.; Ma, C.; Gao, C.; Xu, P.",2021-02-18,Microbiology,10.1101/2021.02.18.430539,1,Chao  Gao,"State Key Laboratory of Microbial Technology, Shandong University, Qingdao, People's Republic of China",https://www.biorxiv.org/content/10.1101/2021.02.18.430539v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.02.18.430539v1.full.pdf,cc_no,10.1038/s41467-021-23723-7
Pseudomonas aeruginosa,161702,Development and validation of a miniaturized host range screening assay for bacteriophages,"Antimicrobial resistance is a global health crisis, partly contributed by inappropriate use of antibiotics. The increasing emergence of multidrug resistant infections has led to the resurgent interest in bacteriophages as an alternative treatment. Current procedures assessing susceptibility and breadth of host range to bacteriophage are conducted using large-scale manual processes that are labor-intensive. The aim here was to establish and validate a scaled down methodology for high-throughput screening in order to reduce procedural footprint. Bacteriophages were isolated from wastewater samples and screened for specificity against 29 clinical Pseudomonas aeruginosa isolates and PA01 using a spot test (2 L/ drop). Host range assessment was performed on four representative P. aeruginosa isolates using both double agar overlay assay on petri dishes and 24-well culture plates. The breadth of host range of bacteriophages that exhibited lytic activity on P. aeruginosa isolates were corroborated between the current standard practice of whole plate phage assay and 24-well phage assay. The high correlation achieved in this study confirms miniaturization as the first step in future automation that could test phage diversity and efficacy as antimicrobials.","Ng, R. N.; Grey, L. J.; Vaitekenas, A.; Mclean, S. A.; Laucirica, D. R.; Poh, M. W.-P.; Hillas, J.; Winslow, S. G.; Iszatt, J. J.; Iosifidis, T.; Tai, A. S.; Agudelo-Romero, P.; Chang, B. J.; Stick, S. M.; Kicic, A.",2021-02-19,Microbiology,10.1101/2021.02.18.431904,1,Anthony  Kicic,"Wal-Yan Respiratory Research Center, Telethon Kids Institute, Curtin University, Perth Children's Hospital, Centre for Cell Therapy and Regenerative Medicine, T",https://www.biorxiv.org/content/10.1101/2021.02.18.431904v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.02.18.431904v1.full.pdf,cc_by_nc_nd,NA
Pseudomonas aeruginosa,162019,"Nanoceutical Fabric Prevents COVID-19 Spread through Expelled Respiratory Droplets: A Combined Computational, Spectroscopic and Anti-microbial Study","Centers for Disease Control and Prevention (CDC) warns the use of one-way valves or vents in free masks for potential threat of spreading COVID-19 through expelled respiratory droplets. Here, we have developed a nanoceutical cotton fabric duly sensitized with non-toxic zinc oxide nanomaterial for potential use as membrane filter in the one way valve for the ease of breathing without the threat of COVID-19 spreading. A detailed computational study revealed that zinc oxide nanoflowers (ZnO NF) with almost two-dimensional petals trap SARS-CoV-2 spike proteins, responsible to attach to ACE-2 receptors in human lung epithelial cells. The study also confirm significant denaturation of the spike proteins on the ZnO surface, revealing removal of virus upon efficient trapping. Following the computational study, we have synthesized ZnO NF on cotton matrix using hydrothermal assisted strategy. Electron microscopic, steady-state and picosecond resolved spectroscopic studies confirm attachment of ZnO NF to the cotton (i.e., cellulose) matrix at atomic level to develop the nanoceutical fabric. A detailed antimicrobial assay using Pseudomonas aeruginosa bacteria (model SARS-CoV-2 mimic) reveals excellent anti-microbial efficiency of the developed nanoceutical fabric. To our understanding the novel nanoceutical fabric used in one-way valve of a face mask would be the choice to assure breathing comfort along with source control of COVID-19 infection. The developed nanosensitized cloth can also be used as antibacterial/anti CoV-2 washable dress material in general.

GRAPHICAL ABSTRACT O_FIG_DISPLAY_L [Figure 1] M_FIG_DISPLAY C_FIG_DISPLAY

A novel nanoceutical cotton fabric duly sensitized with non-toxic zinc oxide nanoflower can potentially be used as membrane filter in the one way valve of face mask to assure breathing comfort along with source control of COVID-19 infection. The nanoceutical fabric denatures the SARS-CoV-2 spike protein and makes the microorganism ineffective.","Adhikari, A.; Pal, U.; Bayan, S.; Mondal, S.; Ghosh, R.; Darbar, S.; Saha-Dasgupta, T.; Ray, S. K.; Pal, S. K.",2021-02-22,Microbiology,10.1101/2021.02.20.432081,1,Samir Kumar Pal,SN Bose National Centre for Basic Sciences,https://www.biorxiv.org/content/10.1101/2021.02.20.432081v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.02.20.432081v1.full.pdf,cc_no,10.1021/acsabm.1c00238
Pseudomonas aeruginosa,162155,Frequency of quorum sensing mutations in Pseudomonas aeruginosa strains isolated from different environments,"Pseudomonas aeruginosa uses quorum sensing (QS) to coordinate the expression of multiple genes necessary for establishing and maintaining infection. It has previously been shown that lasR QS mutations frequently arise in cystic fibrosis (CF) lung infections, however, there has been far less emphasis on determining whether other QS system mutations arise during infection or in other environments. To test this, we utilized 852 publicly available sequenced P. aeruginosa genomes from the Pseudomonas International Consortium Database (IPCD) to study P. aeruginosa QS mutational signatures. To study isolates by source, we focused on a subset of 654 isolates collected from CF, wounds, and non-infection environmental isolates, where we could clearly identify their source. We also worked a small collection of isolates in vitro to determine the impact of lasR and pqs mutations on isolate phenotypes. We found that lasR mutations are common across all environments and are not specific to infection nor a particular infection type. We also found that the pqs system proteins PqsA, PqsH, PqsL and MexT, a protein of increasing importance to the QS field, are highly variable. Conversely, RsaL, a negative transcriptional regulator of the las system, was found to be highly conserved, suggesting selective pressure to repress las system activity. Overall, our findings suggest that QS mutations in P. aeruginosa are common and not limited to the las system; however, LasR is unique in the frequency of putative loss-of-function mutations.","O'connor, K.; Zhao, C. Y.; Mei, M.; Diggle, S. P.",2022-07-27,Microbiology,10.1101/2021.02.22.432365,3,Stephen P Diggle,Georgia Institute of Technology,https://www.biorxiv.org/content/10.1101/2021.02.22.432365v3?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.02.22.432365v3.full.pdf,cc_by_nc,NA
Pseudomonas aeruginosa,162416,Study Of Biofilm Formation by Pseudomonas aureginosa in two different catheters,"Urinary Catheters are the leading cause of healthcare -associated Urinary Tract Infections (UTIs) making their use a necessary evil. Various models and approaches had been developed to help reduce the complications associated with the use of these catheters. This study aimed at investigating how two different types of urinary catheters (Silicone Catheter and Latex Coated Catheter) support biofilm formation of Pseudomonas aeruginosa isolates. The growth rate of the bacteria and the rate of formation of biofilm on each urinary catheter was determined by preparing biofilm assays, ranking them using crystal violet satins and measuring their absorbance using UV-VIS spectrophotometer. A difference in the level of biofilm in the catheters were observed. The differences in the level of biofilm observed in the catheters imply that different catheters may have different susceptibility for the formation of biofilms. The study recommends the assessment of biofilm formation in the quality evaluation of catheters. Also further studies should be done to investigate how different catheter material support biofilm formation and the mechanisms involved.","Asante, E.",2021-02-24,Microbiology,10.1101/2021.02.23.432614,1,Emmanuel  Asante,Kwame Nkrumah University of Science and Technology,https://www.biorxiv.org/content/10.1101/2021.02.23.432614v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.02.23.432614v1.full.pdf,cc_by,NA
Pseudomonas aeruginosa,162565,In situ single-cell activities of microbial populations revealed by spatial transcriptomics,"Microbial populations and communities are heterogeneous, yet capturing their diverse activities has proven challenging at the relevant spatiotemporal scales. Here we present par-seqFISH, a targeted transcriptome-imaging approach that records both gene-expression and spatial context within microscale assemblies at a single-cell and molecule resolution. We apply this approach to the opportunistic bacterial pathogen, Pseudomonas aeruginosa, analyzing [~]600,000 individuals across dozens of physiological conditions in planktonic and biofilm cultures. We explore the phenotypic landscape of this bacterium and identify metabolic and virulence related cell-states that emerge dynamically during growth. We chart the spatial context of biofilm-related processes including motility and kin-exclusion mechanisms and identify extensive and highly spatially-resolved metabolic heterogeneity. We find that distinct physiological states can co-exist within the same biofilm, just a few microns away, underscoring the importance of the microenvironment. Together, our results illustrate the complexity of microbial populations and present a new way of studying them at high-resolution.","Dar, D.; Dar, N.; Cai, L.; Newman, D. K.",2021-02-25,Microbiology,10.1101/2021.02.24.432792,1,Dianne K.  Newman,California Institute of Technology,https://www.biorxiv.org/content/10.1101/2021.02.24.432792v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.02.24.432792v1.full.pdf,cc_by_nc_nd,NA
Pseudomonas aeruginosa,162752,Calprotectin-mediated zinc chelation inhibits Pseudomonas aeruginosa protease activity in cystic fibrosis sputum,"Pseudomonas aeruginosa induces pathways indicative of low zinc availability in the cystic fibrosis (CF) lung environment. To learn more about P. aeruginosa zinc access in CF, we grew P. aeruginosa strain PAO1 directly in expectorated CF sputum. The P. aeruginosa Zur transcriptional repressor controls the response to low intracellular zinc, and we used the NanoString methodology to monitor levels of Zur-regulated transcripts including those encoding a zincophore system, a zinc importer, and paralogs of zinc containing proteins that do not require zinc for activity. Zur-controlled transcripts were induced in sputum-grown P. aeruginosa compared to control cultures, but not if the sputum was amended with zinc. Amendment of sputum with ferrous iron did not reduce expression of Zur-regulated genes. A reporter fusion to a Zur-regulated promoter had variable activity in P. aeruginosa grown in sputum from different donors, and this variation inversely correlated with sputum zinc concentrations. Recombinant human calprotectin (CP), a divalent-metal binding protein released by neutrophils, was sufficient to induce a zinc-starvation response in P. aeruginosa grown in laboratory medium or zinc-amended CF sputum indicating that CP is functional in the sputum environment. Zinc metalloproteases comprise a large fraction of secreted zinc-binding P. aeruginosa proteins. Here we show that recombinant CP inhibited both LasB-mediated casein degradation and LasA-mediated lysis of Staphylococcus aureus, which was reversible with added zinc. These studies reveal the potential for CP-mediated zinc chelation to post-translationally inhibit zinc metalloprotease activity and thereby impact the protease-dependent physiology and/or virulence of P. aeruginosa in the CF lung environment.

ImportanceThe factors that contribute to worse outcomes in individuals with cystic fibrosis (CF) with chronic Pseudomonas aeruginosa infections are not well understood. Therefore, there is a need to understand environmental factors within the CF airway that contribute to P. aeruginosa colonization and infection. We demonstrate that growing bacteria in CF sputum induces a zinc-starvation response that inversely correlates with sputum zinc levels. Additionally, both calprotectin and a chemical zinc chelator inhibit the proteolytic activities of LasA and LasB proteases suggesting that extracellular zinc chelators can influence proteolytic activity and thus P. aeruginosa virulence and nutrient acquisition in vivo.","Vermilyea, D. M.; Crocker, A. W.; Gifford, A. H.; Hogan, D. A.",2021-03-01,Microbiology,10.1101/2021.02.25.432981,2,Deborah A Hogan,Geisel School of Medicine at Dartmouth,https://www.biorxiv.org/content/10.1101/2021.02.25.432981v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.02.25.432981v2.full.pdf,cc_by_nc,10.1128/jb.00100-21
Pseudomonas aeruginosa,163158,Disruption of the Pseudomonas aeruginosa Tat system perturbs PQS-dependent quorum sensing and biofilm maturation through loss of the Rieske cytochrome bc1 sub-unit,"Extracellular DNA (eDNA) is a major constituent of the extracellular matrix of Pseudomonas aeruginosa biofilms and its release is regulated via the pseudomonas quinolone signal (PQS) dependent quorum sensing (QS). By screening a P. aeruginosa transposon library to identify factors required for DNA release, mutants with insertions in the twin-arginine translocation (Tat) pathway were identified as exhibiting reduced eDNA release, and defective biofilm architecture with enhanced susceptibility to tobramycin. P. aeruginosa tat mutants showed substantial reductions in pyocyanin, rhamnolipid and membrane vesicle (MV) production consistent with perturbation of 2-heptyl-3-hydroxy-4-quinolone (PQS) dependent QS as demonstrated by changes in pqsA expression and 2-alkyl-4-quinolone (AQ) production. Provision of exogenous PQS to the tat mutants did not return pqsA, rhlA or phzA1 expression or pyocyanin production to wild type levels. However, transformation of the tat mutants with the AQ-independent pqs effector pqsE restored phzA1 expression and pyocyanin production. Since mutation or inhibition of Tat prevented PQS-driven auto-induction, we sought to identify the Tat secretion substrate responsible. A pqsA::lux fusion was introduced into each of 34 validated P. aeruginosa Tat substrate deletion mutants. Analysis of each mutant for reduced bioluminescence revealed that the signalling defect was associated with the Rieske iron-sulfur subunit of the cytochrome bc1 complex. In common with the parent strain, a Rieske mutant exhibited defective PQS signalling, AQ production, rhlA expression and eDNA release that could be restored by genetic complementation. Thus, lack of the Rieske sub-unit export is clearly responsible for the Tat-mediated perturbation of PQS-dependent QS, the loss of virulence factor production, biofilm eDNA and the tobramycin tolerance of P. aeruginosa biofilms.

Author SummaryPseudomonas aeruginosa is a highly adaptable human pathogen responsible for causing chronic biofilm-associated infections. Biofilms are highly refractory to host defences and antibiotics and thus difficult to eradicate. The biofilm extracellular matrix incorporates extracellular DNA (eDNA). This stabilizes biofilm architecture and helps confer tolerance to antibiotics. Since mechanisms that control eDNA release are not well understood, we screened a P. aeruginosa mutant bank for strains with defects in eDNA release and discovered a role for the twin-arginine translocation (Tat) pathway that exports folded proteins across the cytoplasmic membrane. Perturbation of the Tat pathway resulted in defective biofilms susceptible to antibiotic treatment as a consequence of perturbed pseudomonas quinolone (PQS) signalling. This resulted in the failure to produce or release biofilm components including eDNA, phenazines and rhamnolipids as well as microvesicles. Furthermore, we discovered that perturbation of PQS signalling was a consequence of the inability of tat mutants to translocate the Rieske subunit of the cytochrome bc1 complex involved in electron transfer and energy transduction. Given the importance of PQS signalling and the Tat system to virulence and biofilm maturation in P. aeruginosa, our findings underline the potential of the Tat system as a drug target for novel antimicrobial agents.","Soh, E. Y.-C.; Smith, F.; Gimenez, M.; Yang, L.; Vejborg, R.; Fletcher, M.; Halliday, N.; Bleves, S.; Heeb, S.; Camara, M.; Givskov, M.; Hardie, K.; Tolker-Nielsen, T.; Ize, B.; Williams, P.",2021-03-02,Microbiology,10.1101/2021.03.01.433341,2,Paul  Williams,University of Nottingham School of Life Sciences,https://www.biorxiv.org/content/10.1101/2021.03.01.433341v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.03.01.433341v2.full.pdf,cc_by,10.1371/journal.ppat.1009425
Pseudomonas aeruginosa,163462,Genome-wide identification of genetic requirements of Pseudomonas aeruginosa PAO1 for rat cardiomyocyte (H9C2) infection by insertion sequencing,"Pseudomonas aeruginosa is the major infectious agent among Gram-negative bacteria which causes both acute and chronic infections without any tissue specificity. Infections due to P. aeruginosa are hard to treat, as it entails various strategies like virulence factors synthesis, drug efflux systems & resistance and protein secretion systems during pathogenesis. Despite extensive research in Pseudomonas pathogenesis, novel drug targets and potential therapeutic strategies are inevitable. In this study, we investigated the genetic requirements of P.aeruginosa PAO1 for rat cardiomyocyte (H9C2) infection by insertion sequencing (INSeq). A mutant library comprising ~70,000 mutants of PAO1 was generated and the differentiated form of H9C2 cells (d-H9C2) was infected with the library. The infected d-H9C2 cells were maintained with antibiotic-protection and without any antibiotics in the growth media for 24 h. Subsequently, DNA library for INSeq was prepared, sequenced and fitness analysis was performed. A-One hundred and thirteen mutants were negatively selected in the infection condition with antibiotic-protection, whereas 143 mutants were negatively selected in antibiotic-free condition. Surprisingly, a higher number of mutants showed enriched fitness than the mutants of reduced fitness during the infection. We demonstrated that the genes associated with flagella and T3SS are important for adhesion and invasion of cardiomyocytes, while pili and proteases are conditionally essential during host cell lysis.

Take away{checkmark} Fitness of P.aeruginosa mutants were analyzed during cardiomyocyte infection
{checkmark}Genes involve amino acid transport & metabolism and signal transduction are important during intracellular lifestyle
{checkmark}OMVs play a crucial role during infection and pathogenesis
{checkmark}Flagella and T3SS are conditionally essential for adhesion and invasion, whereas pili and proteases are conditionally essential during host cell lysis","Ranjani, J.; Sivakumar, R.; Gunasekaran, P.; Rajendhran, J.",2021-03-03,Microbiology,10.1101/2021.03.03.433694,1,Jeyaprakash  Rajendhran,Madurai Kamaraj University,https://www.biorxiv.org/content/10.1101/2021.03.03.433694v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/2021.03.03.433694v1.full.pdf,cc_no,NA
