#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
MAG05.fasta,MAG05_38,24049,25184,-,exoY,1-1137/1137,========/======,1/1,99.91,99.65,vfdb,NP_250881,(exoY) type III secretion system effector ExoY adenylate cyclase [ExoY (VF0099)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_4,140017,141186,+,algW,1-1170/1170,===============,0/0,100.00,99.57,vfdb,NP_253136,(algW) AlgW protein [Alginate regulation (CVF523)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_43,187,675,-,phzA1,1-489/489,===============,0/0,100.00,98.98,vfdb,NP_252899,(phzA1) phenazine biosynthesis protein PhzA [Phenazines biosynthesis (CVF536)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_43,1372,2376,+,phzM,1-1005/1005,===============,0/0,100.00,99.10,vfdb,NP_252898,(phzM) phenazine-specific methyltransferase PhzM (adenosylmethionine dependent methyltransferase) [Pyocyanin (VF0100)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_44,13419,26447,-,pvdL,1-13029/13029,===============,0/0,100.00,99.41,vfdb,NP_251114,(pvdL) peptide synthase PvdL [pyoverdine (IA001)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_44,26520,27284,-,pvdG,1-765/765,===============,0/0,100.00,99.22,vfdb,NP_251115,(pvdG) pyoverdine biosynthesis protein PvdG [pyoverdine (IA001)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_44,27928,28491,+,pvdS,1-564/564,===============,0/0,100.00,99.82,vfdb,NP_251116,(pvdS) extracytoplasmic-function sigma-70 factor  [Pyoverdine (VF0094)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,1496,3412,+,toxA,1-1917/1917,===============,0/0,100.00,99.37,vfdb,NP_249839,(toxA) exotoxin A precursor [ExoA (VF0086)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,20923,21900,+,rhlC,1-978/978,===============,0/0,100.00,98.88,vfdb,NP_249821,(rhlC) rhamnosyltransferase 2 [Rhamnolipid biosynthesis (CVF524)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,46164,46607,-,fliJ,1-444/444,===============,0/0,100.00,99.55,vfdb,NP_249796,(fliJ) flagellar protein FliJ [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,46621,47976,-,fliI,1-1356/1356,===============,0/0,100.00,99.78,vfdb,NP_249795,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,47966,48772,-,fliH,1-807/807,===============,0/0,100.00,99.13,vfdb,NP_249794,(fliH) flagellar assembly protein H [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,48774,49790,-,fliG,1-1017/1017,===============,0/0,100.00,99.61,vfdb,NP_249793,(fliG) flagellar motor switch protein G [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,49796,51592,-,fliF,1-1797/1797,===============,0/0,100.00,99.72,vfdb,NP_249792,(fliF) flagellar M-ring protein FliF [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,51615,51944,-,fliE,1-330/330,===============,0/0,100.00,99.09,vfdb,NP_249791,(fliE) flagellar hook-basal body complex protein FliE [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,52191,53612,-,fleR,1-1422/1422,===============,0/0,100.00,99.65,vfdb,NP_249790,(fleR) two-component response regulator [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,53617,54825,-,fleS,1-1209/1209,===============,0/0,100.00,99.34,vfdb,NP_249789,(fleS) two-component sensor [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,54938,56410,-,fleQ,1-1473/1473,===============,0/0,100.00,98.98,vfdb,NP_249788,(fleQ) transcriptional regulator FleQ [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,78648,80696,-,flgK,1-2052/2052,========/======,5/9,99.71,86.57,vfdb,NP_249777,(flgK) flagellar hook-associated protein 1 FlgK [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,80715,81917,-,flgJ,1-1203/1203,===============,0/0,100.00,99.67,vfdb,NP_249776,(flgJ) flagellar rod assembly protein/muramidase FlgJ [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,81928,83037,-,flgI,1-1110/1110,===============,0/0,100.00,99.82,vfdb,NP_249775,(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,83049,83744,-,flgH,1-696/696,===============,0/0,100.00,99.86,vfdb,NP_249774,(flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,83790,84575,-,flgG,1-786/786,===============,0/0,100.00,99.87,vfdb,NP_249773,(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,84622,85371,-,flgF,1-750/750,===============,0/0,100.00,99.33,vfdb,NP_249772,(flgF) flagellar basal-body rod protein FlgF [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,85589,86977,-,flgE,1-1389/1389,===============,0/0,100.00,99.28,vfdb,NP_249771,(flgE) flagellar hook protein FlgE [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,87005,87718,-,flgD,1-714/714,===============,0/0,100.00,99.86,vfdb,NP_249770,(flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,87731,88171,-,flgC,1-441/441,===============,0/0,100.00,100.00,vfdb,NP_249769,(flgC) flagellar basal-body rod protein FlgC [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_5,88177,88584,-,flgB,1-408/408,===============,0/0,100.00,100.00,vfdb,NP_249768,(flgB) flagellar basal body rod protein FlgB [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_50,9147,10556,+,pvdH,1-1410/1410,===============,0/0,100.00,99.86,vfdb,NP_251103,(pvdH) diaminobutyrate-2-oxoglutarate aminotransferase PvdH [pyoverdine (IA001)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_50,10634,10852,+,mbtH-like,1-219/219,===============,0/0,100.00,100.00,vfdb,NP_251102,(mbtH-like) MbtH-like protein from the pyoverdine cluster [pyoverdine (IA001)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_50,18211,33503,+,pvdI,1-15293/15450,===============,0/0,98.98,99.13,vfdb,NP_251092,(pvdI) peptide synthase [pyoverdine (IA001)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_50,33702,41048,+,pvdD,1-7347/7347,========/======,4/6,99.96,97.88,vfdb,NP_251089,(pvdD) pyoverdine synthetase D [Pyoverdine (VF0094)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_50,41212,43659,-,fpvA,1-2448/2448,===============,0/0,100.00,99.88,vfdb,NP_251088,(fpvA) ferripyoverdine receptor FpvA [Pyoverdine (VF0094)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_50,43762,45411,-,pvdE,1-1650/1650,===============,0/0,100.00,99.70,vfdb,NP_251087,(pvdE) pyoverdine biosynthesis protein PvdE [Pyoverdine (VF0094)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_58,16146,16622,-,tse2,1-477/477,===============,0/0,100.00,99.37,vfdb,NP_251392,(tse2) type VI secretion system effector Tse2 [HSI-1 (Hcp-secretion island 1) (SS178)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_6,134060,136252,+,plcH,1-2193/2193,===============,0/0,100.00,99.73,vfdb,NP_249535,(plcH) hemolytic phospholipase C precursor [PLC (VF0092)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_69,19553,19822,-,mucE,1-270/270,===============,0/0,100.00,98.15,vfdb,NP_252722,(mucE) small envelope protein MucE [Alginate regulation (CVF523)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_7,78421,78885,-,tse1,1-465/465,===============,0/0,100.00,100.00,vfdb,NP_250535,(tse1) type VI secretion system effector Tse1 peptidoglycanhydrolase [HSI-1 (Hcp-secretion island 1) (SS178)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_7,107247,108503,+,lasA,1-1257/1257,===============,0/0,100.00,99.36,vfdb,NP_250562,(lasA) LasA protease precursor [LasA (VF0088)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_7,144766,145208,+,phzA1,47-489/489,.==============,0/0,90.59,95.71,vfdb,NP_252899,(phzA1) phenazine biosynthesis protein PhzA [Phenazines biosynthesis (CVF536)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_76,3409,4782,+,exoT,1-1374/1374,===============,0/0,100.00,98.91,vfdb,NP_248734,(exoT) type III secretion system effector ExoT ADP ribosyltransferase activity and GTPase-activating protein activity [ExoT (VF0097)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_76,10926,12758,+,phzH,1-1833/1833,===============,0/0,100.00,99.73,vfdb,NP_248741,(phzH) phenazine-modifying enzyme [Phenazines biosynthesis (CVF536)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_79,4370,7129,-,fimV,1-2760/2760,===============,0/0,100.00,99.35,vfdb,NP_251805,(fimV) putative Type IV pili related protein [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_81,233,757,-,pilP,1-525/525,===============,0/0,100.00,100.00,vfdb,NP_253728,(pilP) type IV pilus biogenesis protein PilP [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_81,754,1377,-,pilO,1-624/624,===============,0/0,100.00,99.84,vfdb,NP_253729,(pilO) type IV pilus inner membrane platform protein PilO [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_81,1374,1970,-,pilN,1-597/597,===============,0/0,100.00,100.00,vfdb,NP_253730,(pilN) type IV pilus inner membrane platform protein PilN [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_81,1970,3034,-,pilM,1-1065/1065,===============,0/0,100.00,100.00,vfdb,NP_253731,(pilM) type IV pilus inner membrane platform protein PilM [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_85,4072,4986,-,tagQ,1-915/915,===============,0/0,100.00,99.56,vfdb,NP_248760,(tagQ) type VI secretiona ssociated protein TagQ outer membrane lipoprotein [HSI-1 (Hcp-secretion island 1) (SS178)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_85,5048,6760,-,tagR,1-1713/1713,===============,0/0,100.00,99.77,vfdb,NP_248761,(tagR) type IV secretion associated protein TagR positively regulates PpkA [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_85,6753,7952,-,tagS,1-1200/1200,===============,0/0,100.00,99.58,vfdb,NP_248762,(tagS) type IV secretion associated protein TagS forming a stable inner membrane complex with TagT [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_85,7952,8671,-,tagT,1-720/720,===============,0/0,100.00,99.17,vfdb,NP_248763,(tagT) type six secretion associated protein TagT ATP-binding component of ABC transporter [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_85,8668,11766,-,ppkA,1-3099/3099,===============,0/0,100.00,99.26,vfdb,NP_248764,(ppkA) serine/threonine protein kinase PpkA [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_85,11774,12502,-,pppA,1-729/729,===============,0/0,100.00,99.73,vfdb,NP_248765,(pppA) Pseudomonas protein phosphatase PppA [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_85,12512,13192,-,tagF/pppB,1-681/681,===============,0/0,100.00,99.71,vfdb,NP_248766,(tagF/pppB) Pseudomonas protein phosphatase PppB [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_85,13189,16494,-,icmF1/tssM1,1-3306/3306,===============,0/0,100.00,99.49,vfdb,NP_248767,(icmF1/tssM1) type VI secretion system protein IcmF1 [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_85,16716,18065,-,dotU1,1-1350/1350,===============,0/0,100.00,100.00,vfdb,NP_248768,(dotU1) type VI secretion system protein DotU [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_85,18072,19406,-,hsiJ1,1-1335/1335,===============,0/0,100.00,99.33,vfdb,NP_248769,(hsiJ1) type VI secretion system hcp secretion island protein HsiJ1 [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_85,19422,19886,-,lip1,1-465/465,===============,0/0,100.00,100.00,vfdb,NP_248770,(lip1) lipoprotein [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,46868,47758,-,motD,1-891/891,===============,0/0,100.00,100.00,vfdb,NP_250152,(motD) flagellar motor protein [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,47771,48511,-,motC,1-741/741,===============,0/0,100.00,99.86,vfdb,NP_250151,(motC) flagellar motor protein [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,53506,54249,-,fliA,1-744/744,===============,0/0,100.00,99.73,vfdb,NP_250146,(fliA) flagellar biosynthesis sigma factor FliA [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,54246,55088,-,fleN,1-843/843,===============,0/0,100.00,99.88,vfdb,NP_250145,(fleN) flagellar synthesis regulator FleN [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,55227,56516,-,flhF,1-1290/1290,===============,0/0,100.00,99.69,vfdb,NP_250144,(flhF) flagellar biosynthesis protein FlhF [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,56600,58723,-,flhA,1-2124/2124,===============,0/0,100.00,99.58,vfdb,NP_250143,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,61579,62715,-,flhB,1-1137/1137,===============,0/0,100.00,99.74,vfdb,NP_250140,(flhB) flagellar biosynthetic protein FlhB [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,62718,63494,-,fliR,1-777/777,===============,0/0,100.00,99.48,vfdb,NP_250139,(fliR) flagellar biosynthetic protein FliR [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,63494,63763,-,fliQ,1-270/270,===============,0/0,100.00,100.00,vfdb,NP_250138,(fliQ) flagellar biosynthetic protein FliQ [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,63808,64575,-,fliP,1-768/768,===============,0/0,100.00,99.87,vfdb,NP_250137,(fliP) flagellar biosynthetic protein FliP [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,64572,65024,-,fliO,1-453/453,===============,0/0,100.00,100.00,vfdb,NP_250136,(fliO) flagellar protein FliO [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,65026,65499,-,fliN,1-474/474,===============,0/0,100.00,99.58,vfdb,NP_250135,(fliN) flagellar motor switch protein FliN [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,65527,66498,-,fliM,1-972/972,===============,0/0,100.00,99.90,vfdb,NP_250134,(fliM) flagellar motor switch protein FliM [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,66506,67027,-,fliL,1-522/522,===============,0/0,100.00,100.00,vfdb,NP_250133,(fliL) flagellar basal body protein FliL [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,67271,68554,-,fliK,1-1284/1284,===============,0/0,100.00,99.53,vfdb,NP_250132,(fliK) flagellar hook-length control protein FliK [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_9,79191,79796,-,lasI,1-606/606,===============,0/0,100.00,100.00,vfdb,NP_250123,(lasI) autoinducer synthesis protein LasI [Quorum sensing (VF0093)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_91,326,1441,+,pilC,4-1119/1125,========/======,7/12,98.67,80.12,vfdb,NP_253217,(pilC) still frameshift type 4 fimbrial biogenesis protein PilC [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_91,1445,2317,+,xcpA/pilD,1-873/873,===============,0/0,100.00,99.08,vfdb,NP_253218,(xcpA/pilD) type 4 prepilin peptidase PilD [Type IV pili (VF0082)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_92,4769,6745,-,xcpQ,1-1977/1977,===============,0/0,100.00,99.59,vfdb,NP_251795,(xcpQ) general secretion pathway protein D [xcp secretion system (VF0084)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_92,6750,7457,-,xcpP,1-708/708,===============,0/0,100.00,100.00,vfdb,NP_251794,(xcpP) secretion protein XcpP [xcp secretion system (VF0084)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_92,7677,9185,+,xcpR,1-1509/1509,===============,0/0,100.00,99.60,vfdb,NP_251793,(xcpR) general secretion pathway protein E [xcp secretion system (VF0084)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_92,9185,10402,+,xcpS,1-1218/1218,===============,0/0,100.00,99.84,vfdb,NP_251792,(xcpS) general secretion pathway protein F [xcp secretion system (VF0084)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_92,10407,10853,+,xcpT,1-447/447,===============,0/0,100.00,99.78,vfdb,NP_251791,(xcpT) general secretion pathway protein G [xcp secretion system (VF0084)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_92,10860,11378,+,xcpU,1-519/519,===============,0/0,100.00,99.81,vfdb,NP_251790,(xcpU) general secretion pathway protein H [xcp secretion system (VF0084)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_92,11375,11764,+,xcpV,1-390/390,===============,0/0,100.00,99.74,vfdb,NP_251789,(xcpV) general secretion pathway protein I [xcp secretion system (VF0084)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_92,11761,12474,+,xcpW,1-714/714,===============,0/0,100.00,99.44,vfdb,NP_251788,(xcpW) general secretion pathway protein J [xcp secretion system (VF0084)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_92,12471,13472,+,xcpX,1-1002/1002,===============,0/0,100.00,99.70,vfdb,NP_251787,(xcpX) general secretion pathway protein K [xcp secretion system (VF0084)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_92,13469,14617,+,xcpY,1-1149/1149,===============,0/0,100.00,99.74,vfdb,NP_251786,(xcpY) general secretion pathway protein L [xcp secretion system (VF0084)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_92,14619,15143,+,xcpZ,1-525/525,===============,0/0,100.00,99.81,vfdb,NP_251785,(xcpZ) general secretion pathway protein M [xcp secretion system (VF0084)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_96,3611,5542,-,vgrG1a,1-1932/1932,===============,0/0,100.00,99.53,vfdb,NP_248781,(vgrG1a) type VI secretion system substrate VgrG1 [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_96,5589,8297,-,clpV1,1-2709/2709,===============,0/0,100.00,99.56,vfdb,NP_248780,(clpV1) type VI secretion system AAA+ family ATPase [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_96,8290,9336,-,hsiH1,1-1047/1047,===============,0/0,100.00,99.90,vfdb,NP_248779,(hsiH1) type VI secretion system hcp secretion island protein HsiH1 [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_96,9300,11159,-,hsiG1,1-1860/1860,===============,0/0,100.00,99.73,vfdb,NP_248778,(hsiG1) type VI secretion system hcp secretion island protein HsiG1 [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_96,11156,11665,-,hsiF1,1-510/510,===============,0/0,100.00,99.41,vfdb,NP_248777,(hsiF1) type VI secretion system hcp secretion island protein HsiF1 a gp25-like protein but not exhibit lysozyme activity [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_96,11667,12512,-,hsiE1,1-846/846,===============,0/0,100.00,99.53,vfdb,NP_248776,(hsiE1) type VI secretion system hcp secretion island protein HsiE1 interacting with HsiB1 to form a novel subcomplex of the T6SS [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
MAG05.fasta,MAG05_96,12680,13168,-,hcp1,1-489/489,===============,0/0,100.00,100.00,vfdb,NP_248775,(hcp1) type VI secretion system substrate Hcp1 [HSI-I (VF0334)] [Pseudomonas aeruginosa PAO1],
