Contig	Position	MergedReads-001	S00EI-0013	S00EI-0014	S00EI-0015	sample1-nan	sample2-nan
MAG2_761	7000	18.54	6.74	6.22	5.88	0.0	0.0
MAG2_761	7376	11.6	3.68	2.49	6.23	0.0	0.0
MAG2_762	1000	12.38	4.95	4.63	2.81	0.0	0.0
MAG2_762	2000	17.33	6.05	6.01	5.28	0.0	0.0
MAG2_762	3000	19.35	6.23	5.94	7.18	0.0	0.0
MAG2_762	4000	12.21	4.78	3.08	4.36	0.0	0.0
MAG2_762	5000	13.93	4.23	4.39	5.31	0.0	0.0
MAG2_762	6000	23.37	7.41	7.17	9.35	0.0	0.0
MAG2_762	7000	19.79	4.91	6.94	8.24	0.0	0.0
MAG2_762	7247	8.34	3.34	3.77	1.22	0.0	0.0
MAG2_763	1000	11.92	5.03	4.4	2.5	0.0	0.0
MAG2_763	2000	9.77	3.15	3.86	2.76	0.0	0.0
MAG2_763	3000	15.84	4.78	6.15	4.91	0.0	0.0
MAG2_763	4000	12.75	3.84	5.14	3.78	0.0	0.0
MAG2_763	5000	17.69	5.24	4.97	7.47	0.0	0.0
MAG2_763	6000	20.95	4.05	8.02	8.99	0.0	0.0
MAG2_763	7000	13.95	4.45	3.82	5.87	0.0	0.0
MAG2_763	7242	4.22	1.59	1.57	1.06	0.0	0.0
MAG2_764	1000	15.18	4.14	5.3	6.04	0.0	0.0
MAG2_764	2000	10.69	3.38	3.31	4.01	0.0	0.0
MAG2_764	3000	15.64	5.93	5.06	5.0	0.0	0.0
MAG2_764	4000	16.07	4.73	4.35	7.34	0.0	0.0
MAG2_764	5000	16.88	5.89	5.62	5.78	0.0	0.0
MAG2_764	6000	19.47	6.73	6.41	6.33	0.0	0.0
MAG2_764	7000	21.72	6.18	7.03	8.81	0.0	0.0
MAG2_764	7237	8.35	4.78	1.79	1.78	0.0	0.0
MAG2_765	1000	8.23	3.23	2.47	2.82	0.0	0.0
MAG2_765	2000	19.96	5.48	5.59	8.9	0.0	0.0
MAG2_765	3000	11.77	5.11	3.74	2.92	0.0	0.0
MAG2_765	4000	17.09	4.24	5.88	7.23	0.0	0.0
MAG2_765	5000	17.01	3.63	6.09	7.3	0.0	0.0
MAG2_765	6000	10.81	2.59	3.53	4.69	0.0	0.0
MAG2_765	7000	12.89	3.53	3.33	6.03	0.0	0.0
MAG2_765	7191	8.17	2.94	1.54	3.7	0.0	0.0
MAG2_766	1000	18.78	7.37	4.1	7.32	0.0	0.0
MAG2_766	2000	10.69	3.8	3.6	3.29	0.0	0.0
MAG2_766	3000	12.32	2.99	3.95	5.38	0.0	0.0
MAG2_766	4000	16.0	4.47	5.68	5.86	0.0	0.0
MAG2_766	5000	21.7	6.23	6.64	9.12	0.0	0.0
MAG2_766	6000	17.53	6.49	4.29	7.31	0.0	0.0
MAG2_766	7000	25.42	6.93	9.24	9.7	0.0	0.0
MAG2_766	7177	5.89	3.16	1.29	1.44	0.0	0.0
MAG2_767	1000	12.76	3.76	4.2	4.8	0.0	0.0
MAG2_767	2000	13.53	3.27	5.04	5.23	0.0	0.0
MAG2_767	3000	11.37	3.8	4.06	3.51	0.0	0.0
MAG2_767	4000	18.71	3.41	7.0	8.29	0.0	0.0
MAG2_767	5000	13.19	3.34	5.13	4.72	0.0	0.0
MAG2_767	6000	10.27	3.63	3.51	3.13	0.0	0.0
MAG2_767	7000	14.58	3.91	5.04	5.62	0.0	0.0
MAG2_767	7166	3.84	0.76	1.42	1.66	0.0	0.0
MAG2_768	1000	16.52	4.84	5.96	5.72	0.0	0.0
MAG2_768	2000	14.72	7.09	3.39	4.47	0.0	0.0
MAG2_768	3000	14.5	5.14	4.94	4.98	0.0	0.0
MAG2_768	4000	14.35	4.14	4.54	5.7	0.0	0.0
MAG2_768	5000	23.01	7.96	7.65	7.4	0.0	0.0
MAG2_768	6000	13.41	4.24	4.91	4.27	0.0	0.0
MAG2_768	7000	16.43	4.97	4.77	7.29	0.0	0.0
MAG2_768	7141	7.25	3.5	2.43	1.33	0.0	0.0
MAG2_769	1000	16.6	6.43	3.8	6.51	0.0	0.0
MAG2_769	2000	11.44	2.7	4.5	4.24	0.0	0.0
MAG2_769	3000	19.48	5.51	7.53	6.73	0.0	0.0
MAG2_769	4000	14.08	4.49	2.82	6.77	0.0	0.0
MAG2_769	5000	10.88	3.29	3.67	3.92	0.0	0.0
MAG2_769	6000	17.48	4.24	5.11	8.13	0.0	0.0
MAG2_769	7000	12.47	3.68	4.65	4.15	0.0	0.0
MAG2_769	7079	4.91	0.25	3.2	1.46	0.0	0.0
MAG2_770	1000	12.25	3.03	2.73	6.49	0.0	0.0
MAG2_770	2000	9.65	2.56	3.83	3.26	0.0	0.0
MAG2_770	3000	16.87	7.14	4.33	5.55	0.0	0.0
MAG2_770	4000	11.14	3.92	4.19	3.02	0.0	0.0
MAG2_770	5000	13.01	3.17	4.95	5.07	0.0	0.0
MAG2_770	6000	13.38	3.92	5.11	4.35	0.0	0.0
MAG2_770	7000	10.38	3.2	3.21	3.96	0.0	0.0
MAG2_770	7049	4.06	1.06	1.0	2.0	0.0	0.0
MAG2_771	1000	9.91	2.38	4.08	3.46	0.0	0.0
MAG2_771	2000	15.94	4.4	4.43	7.37	0.0	0.0
MAG2_771	3000	16.24	5.86	4.86	5.83	0.0	0.0
MAG2_771	4000	16.13	4.76	6.72	4.95	0.0	0.0
MAG2_771	5000	12.35	4.01	5.21	3.13	0.0	0.0
MAG2_771	6000	14.34	4.47	4.39	5.49	0.0	0.0
MAG2_771	7000	9.98	3.12	2.95	3.91	0.0	0.0
MAG2_771	7038	3.68	2.68	0.0	1.0	0.0	0.0
MAG2_772	1000	18.97	5.56	5.86	7.85	0.0	0.0
MAG2_772	2000	17.81	5.46	6.64	5.71	0.0	0.0
MAG2_772	3000	19.45	6.5	7.14	5.83	0.0	0.0
MAG2_772	4000	18.51	5.55	5.37	8.0	0.0	0.0
MAG2_772	5000	13.4	4.58	4.33	4.59	0.0	0.0
MAG2_772	6000	17.53	6.81	5.14	5.58	0.0	0.0
MAG2_772	7000	13.91	5.0	2.69	6.22	0.0	0.0
MAG2_772	7033	3.0	0.0	1.0	2.0	0.0	0.0
MAG2_773	1000	19.28	5.42	7.03	6.84	0.0	0.0
MAG2_773	2000	12.36	2.62	3.95	5.8	0.0	0.0
MAG2_773	3000	9.34	2.21	4.86	2.26	0.0	0.0
MAG2_773	4000	16.49	5.56	3.54	7.4	0.0	0.0
MAG2_773	5000	13.9	5.93	4.21	3.76	0.0	0.0
MAG2_773	6000	18.27	5.91	4.85	7.52	0.0	0.0
MAG2_773	7000	13.55	3.23	3.81	6.52	0.0	0.0
MAG2_773	7029	1.0	0.0	0.0	1.0	0.0	0.0
MAG2_774	1000	11.76	3.42	4.44	4.2	0.0	0.0
MAG2_774	2000	18.46	5.82	5.95	6.69	0.0	0.0
MAG2_774	3000	17.56	4.84	4.62	8.1	0.0	0.0
MAG2_774	4000	17.45	6.84	5.06	5.54	0.0	0.0
MAG2_774	5000	15.52	6.06	2.76	6.7	0.0	0.0
MAG2_774	6000	17.28	6.3	6.88	4.47	0.0	0.0
MAG2_774	7000	11.81	3.24	4.45	4.13	0.0	0.0
MAG2_774	7001	1.0	0.0	0.0	1.0	0.0	0.0
MAG2_775	1000	10.74	4.25	4.31	2.18	0.0	0.0
MAG2_775	2000	14.52	6.14	3.71	4.97	0.0	0.0
MAG2_775	3000	17.62	4.58	6.05	7.3	0.0	0.0
MAG2_775	4000	14.13	4.03	5.46	4.64	0.0	0.0
MAG2_775	5000	13.77	4.11	4.98	4.68	0.0	0.0
MAG2_775	6000	9.92	1.74	2.17	6.01	0.0	0.0
MAG2_775	6983	8.74	3.59	2.28	2.87	0.0	0.0
MAG2_776	1000	15.16	4.82	5.12	5.81	0.0	0.0
MAG2_776	2000	11.91	4.02	3.59	4.31	0.0	0.0
MAG2_776	3000	14.04	5.91	4.26	3.86	0.0	0.0
MAG2_776	4000	16.12	4.29	6.23	5.6	0.0	0.0
MAG2_776	5000	16.77	5.39	4.29	7.09	0.0	0.0
MAG2_776	6000	18.13	5.86	5.88	6.38	0.0	0.0
MAG2_776	6976	11.42	2.98	6.14	2.3	0.0	0.0
MAG2_777	1000	12.18	3.82	5.02	3.33	0.0	0.0
MAG2_777	2000	13.15	3.78	5.81	3.55	0.0	0.0
MAG2_777	3000	17.46	5.72	4.97	6.76	0.0	0.0
MAG2_777	4000	13.64	3.21	4.02	6.41	0.0	0.0
MAG2_777	5000	15.46	4.2	5.86	5.39	0.0	0.0
MAG2_777	6000	11.42	3.25	4.39	3.98	0.0	0.0
MAG2_777	6960	16.11	4.8	6.01	5.56	0.0	0.0
MAG2_778	1000	13.0	4.1	5.11	3.79	0.0	0.0
MAG2_778	2000	14.08	3.75	5.24	5.09	0.0	0.0
MAG2_778	3000	17.27	3.54	7.13	6.9	0.0	0.0
MAG2_778	4000	20.52	4.91	8.52	7.37	0.0	0.0
MAG2_778	5000	22.49	5.15	6.95	10.71	0.0	0.0
MAG2_778	6000	16.48	4.46	6.6	6.02	0.0	0.0
MAG2_778	6933	14.08	2.92	7.25	3.92	0.0	0.0
MAG2_779	1000	9.34	3.1	2.02	4.22	0.0	0.0
MAG2_779	2000	11.02	3.04	3.31	4.68	0.0	0.0
MAG2_779	3000	15.77	5.23	5.0	5.84	0.0	0.0
MAG2_779	4000	14.45	2.9	6.39	5.35	0.0	0.0
MAG2_779	5000	9.45	2.33	4.07	3.15	0.0	0.0
MAG2_779	6000	14.31	5.86	4.75	3.69	0.0	0.0
MAG2_779	6884	18.95	4.2	8.16	6.59	0.0	0.0
MAG2_780	1000	9.93	2.38	4.64	2.91	0.0	0.0
MAG2_780	2000	12.51	4.33	4.43	3.75	0.0	0.0
MAG2_780	3000	15.52	4.17	6.81	4.54	0.0	0.0
MAG2_780	4000	16.68	5.34	4.1	7.24	0.0	0.0
MAG2_780	5000	16.06	3.55	5.87	6.64	0.0	0.0
MAG2_780	6000	14.75	5.66	5.41	3.68	0.0	0.0
MAG2_780	6870	15.17	5.36	4.07	5.74	0.0	0.0
MAG2_781	1000	11.68	3.91	3.31	4.45	0.0	0.0
MAG2_781	2000	11.86	3.86	3.14	4.85	0.0	0.0
MAG2_781	3000	10.8	3.68	3.67	3.44	0.0	0.0
MAG2_781	4000	15.37	3.36	4.21	7.79	0.0	0.0
MAG2_781	5000	12.77	4.37	3.48	5.22	0.0	0.0
MAG2_781	6000	20.18	6.43	5.66	8.1	0.0	0.0
MAG2_781	6838	9.68	3.21	3.17	3.3	0.0	0.0
MAG2_782	1000	10.86	2.29	5.35	3.51	0.0	0.0
MAG2_782	2000	14.87	5.28	4.82	4.8	0.0	0.0
MAG2_782	3000	16.58	6.1	4.92	5.56	0.0	0.0
MAG2_782	4000	18.89	5.13	5.61	8.15	0.0	0.0
MAG2_782	5000	14.34	4.17	4.6	5.57	0.0	0.0
MAG2_782	6000	15.58	4.5	4.25	6.83	0.0	0.0
MAG2_782	6804	10.67	3.81	4.01	2.85	0.0	0.0
MAG2_783	1000	16.38	5.95	4.01	6.42	0.0	0.0
MAG2_783	2000	15.79	5.12	6.16	4.51	0.0	0.0
MAG2_783	3000	14.4	5.0	4.23	5.17	0.0	0.0
MAG2_783	4000	11.59	4.99	3.04	3.86	0.0	0.0
MAG2_783	5000	14.18	5.24	3.62	5.31	0.0	0.0
MAG2_783	6000	16.43	3.97	6.93	5.83	0.0	0.0
MAG2_783	6802	17.53	6.77	4.6	6.43	0.0	0.0
MAG2_784	1000	16.17	4.51	5.65	6.01	0.0	0.0
MAG2_784	2000	18.45	7.47	4.89	6.09	0.0	0.0
MAG2_784	3000	15.5	5.61	4.63	5.27	0.0	0.0
MAG2_784	4000	19.01	5.83	5.59	7.59	0.0	0.0
MAG2_784	5000	12.99	4.07	3.77	5.15	0.0	0.0
MAG2_784	6000	12.72	3.03	4.12	5.57	0.0	0.0
MAG2_784	6772	12.14	5.39	3.69	3.83	0.0	0.0
MAG2_785	1000	16.84	5.12	7.21	4.52	0.0	0.0
MAG2_785	2000	14.93	6.18	4.72	4.3	0.0	0.0
MAG2_785	3000	14.46	4.95	4.93	4.61	0.0	0.0
MAG2_785	4000	17.94	4.94	5.54	7.46	0.0	0.0
MAG2_785	5000	14.5	3.61	4.68	6.22	0.0	0.0
MAG2_785	6000	22.09	6.7	7.18	8.21	0.0	0.0
MAG2_785	6737	12.71	6.69	2.81	3.21	0.0	0.0
MAG2_786	1000	10.22	3.49	2.82	3.9	0.0	0.0
MAG2_786	2000	11.86	3.36	4.16	4.34	0.0	0.0
MAG2_786	3000	7.52	1.73	2.29	3.5	0.0	0.0
MAG2_786	4000	13.71	4.15	5.52	4.04	0.0	0.0
MAG2_786	5000	11.15	2.42	4.85	4.18	0.0	0.0
MAG2_786	6000	8.17	1.94	2.26	3.97	0.0	0.0
MAG2_786	6736	10.27	2.33	5.3	2.64	0.0	0.0
MAG2_787	1000	13.73	5.27	3.42	5.05	0.0	0.0
MAG2_787	2000	12.41	4.57	2.96	4.88	0.0	0.0
MAG2_787	3000	14.4	5.14	4.51	5.05	0.0	0.0
MAG2_787	4000	17.1	5.26	5.14	6.7	0.0	0.0
MAG2_787	5000	15.5	2.82	6.52	6.16	0.0	0.0
MAG2_787	6000	13.34	2.39	3.92	7.02	0.0	0.0
MAG2_787	6706	10.89	4.35	3.4	3.14	0.0	0.0
MAG2_788	1000	11.86	4.36	3.8	3.71	0.0	0.0
MAG2_788	2000	13.0	3.38	4.92	4.71	0.0	0.0
MAG2_788	3000	13.91	4.59	3.75	5.57	0.0	0.0
MAG2_788	4000	14.56	4.89	4.37	5.3	0.0	0.0
MAG2_788	5000	11.38	4.15	3.71	3.52	0.0	0.0
MAG2_788	6000	24.47	6.06	8.99	9.7	0.0	0.0
MAG2_788	6673	12.11	3.67	4.66	3.78	0.0	0.0
MAG2_789	1000	9.77	2.9	3.86	3.0	0.0	0.0
MAG2_789	2000	15.66	3.59	5.44	6.63	0.0	0.0
MAG2_789	3000	16.74	6.68	5.58	4.73	0.0	0.0
MAG2_789	4000	10.99	3.66	3.39	4.22	0.0	0.0
MAG2_789	5000	10.84	3.08	4.82	2.94	0.0	0.0
MAG2_789	6000	15.72	4.44	5.8	5.78	0.0	0.0
MAG2_789	6666	10.3	4.77	2.27	3.26	0.0	0.0
MAG2_790	1000	14.23	3.9	3.55	6.78	0.0	0.0
MAG2_790	2000	16.22	4.71	4.36	7.16	0.0	0.0
MAG2_790	3000	15.26	2.35	6.78	6.14	0.0	0.0
MAG2_790	4000	12.31	3.69	3.39	4.93	0.0	0.0
MAG2_790	5000	22.32	5.72	9.9	7.0	0.0	0.0
MAG2_790	6000	16.94	6.88	4.8	5.26	0.0	0.0
MAG2_790	6654	13.57	4.82	4.29	4.46	0.0	0.0
MAG2_791	1000	13.69	4.95	7.04	1.7	0.0	0.0
MAG2_791	2000	13.43	5.27	4.7	3.48	0.0	0.0
MAG2_791	3000	18.52	5.3	6.87	6.78	0.0	0.0
MAG2_791	4000	14.04	3.32	5.47	5.26	0.0	0.0
MAG2_791	5000	20.27	3.91	6.47	9.89	0.0	0.0
MAG2_791	6000	17.57	4.09	6.42	7.07	0.0	0.0
MAG2_791	6654	17.1	5.46	6.35	5.29	0.0	0.0
MAG2_792	1000	15.4	2.98	5.6	6.82	0.0	0.0
MAG2_792	2000	13.3	2.37	4.23	6.7	0.0	0.0
MAG2_792	3000	16.0	3.53	6.21	6.26	0.0	0.0
MAG2_792	4000	16.0	5.15	7.02	3.84	0.0	0.0
MAG2_792	5000	12.44	3.35	4.0	5.09	0.0	0.0
MAG2_792	6000	9.75	3.59	3.47	2.68	0.0	0.0
MAG2_792	6574	13.28	4.86	6.04	2.39	0.0	0.0
MAG2_793	1000	12.28	2.5	4.86	5.02	0.0	0.0
MAG2_793	2000	15.35	6.51	4.95	4.4	0.0	0.0
MAG2_793	3000	20.4	5.44	7.95	7.18	0.0	0.0
MAG2_793	4000	16.84	6.51	4.82	5.52	0.0	0.0
MAG2_793	5000	20.65	5.45	8.26	6.94	0.0	0.0
MAG2_793	6000	17.62	4.24	7.11	6.27	0.0	0.0
MAG2_793	6548	7.74	2.6	2.99	2.15	0.0	0.0
MAG2_794	1000	10.08	3.32	3.66	3.1	0.0	0.0
MAG2_794	2000	11.13	3.78	3.41	3.94	0.0	0.0
MAG2_794	3000	27.63	8.25	10.76	9.82	0.0	0.0
MAG2_794	4000	14.72	5.68	4.24	4.8	0.0	0.0
MAG2_794	5000	11.08	3.55	5.29	2.24	0.0	0.0
MAG2_794	6000	12.85	4.69	4.2	4.26	0.0	0.0
MAG2_794	6545	10.49	2.98	3.73	3.78	0.0	0.0
MAG2_795	1000	15.02	5.23	5.68	4.11	0.0	0.0
MAG2_795	2000	14.01	4.87	4.35	4.8	0.0	0.0
MAG2_795	3000	21.16	4.85	7.11	9.19	0.0	0.0
MAG2_795	4000	17.65	7.03	4.56	6.06	0.0	0.0
MAG2_795	5000	11.57	4.05	4.31	3.51	0.0	0.0
MAG2_795	6000	16.92	4.65	5.09	7.39	0.0	0.0
MAG2_795	6511	9.22	1.44	3.68	4.09	0.0	0.0
MAG2_796	1000	13.45	5.88	4.05	3.51	0.0	0.0
MAG2_796	2000	15.72	5.49	5.31	5.21	0.0	0.0
MAG2_796	3000	23.41	7.38	8.53	8.33	0.0	0.0
MAG2_796	4000	23.11	6.82	8.19	8.1	0.0	0.0
MAG2_796	5000	17.0	4.89	5.03	7.09	0.0	0.0
MAG2_796	6000	18.75	5.4	5.11	8.24	0.0	0.0
MAG2_796	6507	10.68	3.93	3.87	2.87	0.0	0.0
MAG2_797	1000	13.99	4.51	6.01	3.66	0.0	0.0
MAG2_797	2000	16.64	4.54	7.08	5.02	0.0	0.0
MAG2_797	3000	16.93	5.46	6.52	5.74	0.0	0.0
MAG2_797	4000	16.56	5.15	5.93	5.48	0.0	0.0
MAG2_797	5000	16.14	6.28	4.41	5.45	0.0	0.0
MAG2_797	6000	11.03	3.57	3.6	3.87	0.0	0.0
MAG2_797	6472	7.71	3.19	2.02	2.5	0.0	0.0
MAG2_798	1000	12.02	3.83	4.0	4.19	0.0	0.0
MAG2_798	2000	10.97	4.31	2.69	3.98	0.0	0.0
MAG2_798	3000	8.54	4.2	1.48	2.87	0.0	0.0
MAG2_798	4000	21.06	7.84	5.23	7.99	0.0	0.0
MAG2_798	5000	14.82	5.49	4.34	4.99	0.0	0.0
MAG2_798	6000	11.43	3.44	4.39	3.6	0.0	0.0
MAG2_798	6453	9.95	2.89	4.29	2.77	0.0	0.0
MAG2_799	1000	13.21	4.3	5.91	3.0	0.0	0.0
MAG2_799	2000	14.14	4.33	6.53	3.28	0.0	0.0
MAG2_799	3000	15.32	5.19	4.45	5.68	0.0	0.0
MAG2_799	4000	13.73	3.43	4.25	6.34	0.0	0.0
MAG2_799	5000	17.59	4.5	7.87	5.64	0.0	0.0
MAG2_799	6000	22.2	6.62	6.03	10.04	0.0	0.0
MAG2_799	6370	16.57	5.31	5.02	6.24	0.0	0.0
MAG2_800	1000	9.05	3.02	4.41	1.62	0.0	0.0
MAG2_800	2000	12.13	3.93	3.27	4.93	0.0	0.0
MAG2_800	3000	9.26	2.05	3.1	4.11	0.0	0.0
MAG2_800	4000	14.78	3.49	5.36	6.23	0.0	0.0
MAG2_800	5000	16.73	5.33	5.09	6.31	0.0	0.0
MAG2_800	6000	13.3	3.92	4.63	4.76	0.0	0.0
MAG2_800	6359	7.17	1.94	1.85	3.38	0.0	0.0
MAG2_801	1000	10.31	3.59	3.23	3.62	0.0	0.0
MAG2_801	2000	13.96	4.24	7.2	2.81	0.0	0.0
MAG2_801	3000	14.23	3.99	3.81	6.43	0.0	0.0
MAG2_801	4000	14.04	5.94	2.97	5.13	0.0	0.0
MAG2_801	5000	14.09	5.42	5.88	2.84	0.0	0.0
MAG2_801	6000	15.61	5.04	5.98	4.58	0.0	0.0
MAG2_801	6346	9.2	1.4	5.13	2.67	0.0	0.0
MAG2_802	1000	13.81	3.88	3.9	6.02	0.0	0.0
MAG2_802	2000	18.09	6.86	6.48	4.97	0.0	0.0
MAG2_802	3000	13.42	2.71	4.62	6.09	0.0	0.0
MAG2_802	4000	18.31	6.18	6.33	6.06	0.0	0.0
MAG2_802	5000	12.06	3.43	4.31	4.32	0.0	0.0
MAG2_802	6000	16.48	4.26	6.22	6.0	0.0	0.0
MAG2_802	6314	8.86	0.82	4.53	3.51	0.0	0.0
MAG2_803	1000	13.33	5.24	2.85	5.23	0.0	0.0
MAG2_803	2000	15.64	5.99	5.17	4.79	0.0	0.0
MAG2_803	3000	22.11	6.67	7.8	8.21	0.0	0.0
MAG2_803	4000	26.04	10.62	8.44	7.61	0.0	0.0
MAG2_803	5000	15.3	5.36	4.74	5.2	0.0	0.0
MAG2_803	6000	15.03	5.34	5.32	4.38	0.0	0.0
MAG2_803	6278	12.77	7.73	3.3	1.73	0.0	0.0
MAG2_804	1000	13.92	5.54	4.49	4.35	0.0	0.0
MAG2_804	2000	14.24	5.52	5.26	3.46	0.0	0.0
MAG2_804	3000	16.44	5.12	6.36	4.96	0.0	0.0
MAG2_804	4000	11.34	4.2	3.66	3.48	0.0	0.0
MAG2_804	5000	18.83	6.49	6.56	5.77	0.0	0.0
MAG2_804	6000	13.9	5.87	4.0	4.33	0.0	0.0
MAG2_804	6242	4.23	3.24	0.0	1.0	0.0	0.0
MAG2_805	1000	9.51	2.95	2.52	4.04	0.0	0.0
MAG2_805	2000	11.52	4.67	4.25	2.6	0.0	0.0
MAG2_805	3000	13.73	5.86	3.73	4.14	0.0	0.0
MAG2_805	4000	11.93	3.56	3.55	4.83	0.0	0.0
MAG2_805	5000	12.41	4.11	3.49	4.81	0.0	0.0
MAG2_805	6000	16.23	5.36	5.04	6.01	0.0	0.0
MAG2_805	6238	7.59	2.79	3.48	1.32	0.0	0.0
MAG2_806	1000	17.99	5.57	5.85	6.57	0.0	0.0
MAG2_806	2000	13.33	3.56	5.12	4.65	0.0	0.0
MAG2_806	3000	23.15	6.91	6.21	10.29	0.0	0.0
MAG2_806	4000	10.0	2.67	3.87	3.46	0.0	0.0
MAG2_806	5000	15.47	5.35	5.07	5.05	0.0	0.0
MAG2_806	6000	14.65	4.05	5.28	5.63	0.0	0.0
MAG2_806	6164	7.63	3.46	0.99	3.18	0.0	0.0
MAG2_807	1000	19.42	5.41	6.2	8.12	0.0	0.0
MAG2_807	2000	21.9	5.6	8.4	8.2	0.0	0.0
MAG2_807	3000	15.48	6.02	4.6	4.86	0.0	0.0
MAG2_807	4000	16.35	3.01	4.67	8.97	0.0	0.0
MAG2_807	5000	15.41	4.82	5.21	5.69	0.0	0.0
MAG2_807	6000	15.3	3.47	7.26	4.57	0.0	0.0
MAG2_807	6143	1.9	0.36	1.29	0.24	0.0	0.0
MAG2_808	1000	42.05	14.91	14.66	13.25	0.0	0.0
MAG2_808	2000	57.1	18.4	18.68	22.93	0.0	0.0
MAG2_808	3000	57.72	16.66	17.42	25.18	0.0	0.0
MAG2_808	4000	78.72	21.16	26.84	35.15	0.0	0.0
MAG2_808	5000	51.76	18.63	13.9	21.07	0.0	0.0
MAG2_808	6000	77.74	24.83	26.9	31.21	0.0	0.0
MAG2_808	6137	30.5	10.8	7.56	12.14	0.0	0.0
MAG2_809	1000	12.67	2.91	4.97	4.79	0.0	0.0
MAG2_809	2000	13.91	1.95	5.89	6.07	0.0	0.0
MAG2_809	3000	15.7	4.62	5.87	5.5	0.0	0.0
MAG2_809	4000	20.91	3.4	8.9	8.91	0.0	0.0
MAG2_809	5000	17.81	5.39	4.23	8.19	0.0	0.0
MAG2_809	6000	15.77	4.88	6.58	4.31	0.0	0.0
MAG2_809	6090	5.47	2.69	0.78	2.0	0.0	0.0
MAG2_810	1000	13.66	4.93	4.04	5.13	0.0	0.0
MAG2_810	2000	18.3	5.06	6.87	7.15	0.0	0.0
MAG2_810	3000	15.24	4.2	4.88	6.16	0.0	0.0
MAG2_810	4000	14.75	4.67	5.01	5.07	0.0	0.0
MAG2_810	5000	19.12	5.78	5.15	8.19	0.0	0.0
MAG2_810	6000	10.55	3.52	3.7	3.33	0.0	0.0
MAG2_810	6086	3.59	2.64	0.65	0.3	0.0	0.0
MAG3_1	1000	12.23	2.38	4.06	5.79	0.0	0.0
MAG3_1	2000	13.31	3.95	4.97	4.55	0.0	0.0
MAG3_1	3000	15.36	5.96	4.73	5.06	0.0	0.0
MAG3_1	4000	15.42	3.19	6.81	5.47	0.0	0.0
MAG3_1	5000	15.92	4.57	4.37	7.3	0.0	0.0
MAG3_1	6000	20.61	6.56	5.93	8.4	0.0	0.0
MAG3_1	7000	11.48	4.76	4.45	2.28	0.0	0.0
MAG3_1	8000	15.09	4.24	5.47	5.38	0.0	0.0
MAG3_1	9000	12.62	4.3	4.19	4.43	0.0	0.0
MAG3_1	10000	15.05	4.3	4.48	6.56	0.0	0.0
MAG3_1	11000	15.94	3.88	7.34	5.01	0.0	0.0
MAG3_1	12000	16.68	6.61	5.22	4.85	0.0	0.0
MAG3_1	13000	8.97	3.37	2.59	3.02	0.0	0.0
MAG3_1	14000	20.09	6.83	5.74	7.98	0.0	0.0
MAG3_1	15000	14.62	4.31	6.27	4.04	0.0	0.0
MAG3_1	16000	17.92	6.06	5.96	5.9	0.0	0.0
MAG3_1	17000	17.88	3.82	5.64	8.41	0.0	0.0
MAG3_1	18000	15.39	3.76	6.18	5.84	0.0	0.0
MAG3_1	19000	13.28	3.8	3.47	6.01	0.0	0.0
MAG3_1	20000	12.66	3.73	6.32	2.61	0.0	0.0
MAG3_1	21000	13.01	3.59	5.01	4.41	0.0	0.0
MAG3_1	22000	13.48	3.6	5.36	4.51	0.0	0.0
MAG3_1	23000	13.23	4.07	5.6	3.55	0.0	0.0
MAG3_1	24000	17.24	6.03	6.28	5.14	0.0	0.0
MAG3_1	25000	17.75	7.32	4.75	5.68	0.0	0.0
MAG3_1	26000	16.45	6.36	3.92	6.46	0.0	0.0
MAG3_1	27000	11.52	3.89	3.79	3.85	0.0	0.0
MAG3_1	28000	19.25	6.0	8.3	4.95	0.0	0.0
MAG3_1	29000	14.86	5.24	5.19	4.6	0.0	0.0
MAG3_1	30000	16.58	5.53	5.58	6.7	0.0	0.0
MAG3_1	31000	17.45	4.94	6.69	6.08	0.0	0.0
MAG3_1	32000	17.52	5.15	6.08	6.29	0.0	0.0
MAG3_1	33000	15.92	5.31	5.26	5.35	0.0	0.0
MAG3_1	34000	8.78	2.38	3.14	3.26	0.0	0.0
MAG3_1	35000	23.1	8.34	7.38	7.89	0.0	0.0
MAG3_1	36000	11.64	3.31	3.35	4.99	0.0	0.0
MAG3_1	37000	16.57	3.84	6.26	6.78	0.0	0.0
MAG3_1	38000	21.55	5.53	8.73	7.87	0.0	0.0
MAG3_1	39000	15.23	4.52	4.53	6.37	0.0	0.0
MAG3_1	40000	11.45	4.61	2.72	4.23	0.0	0.0
MAG3_1	41000	17.26	5.5	6.4	5.35	0.0	0.0
MAG3_1	42000	14.87	5.14	3.46	6.28	0.0	0.0
MAG3_1	43000	12.8	3.92	5.2	3.67	0.0	0.0
MAG3_1	44000	12.41	3.62	4.72	4.07	0.0	0.0
MAG3_1	45000	17.91	6.98	6.41	4.52	0.0	0.0
MAG3_1	46000	24.1	6.88	8.48	9.17	0.0	0.0
MAG3_1	47000	11.92	3.94	4.42	3.84	0.0	0.0
MAG3_1	48000	13.69	4.29	5.33	4.37	0.0	0.0
MAG3_1	49000	13.77	5.38	2.96	5.42	0.0	0.0
MAG3_1	50000	21.27	6.63	6.31	8.33	0.0	0.0
MAG3_1	51000	17.75	7.89	3.66	6.2	0.0	0.0
MAG3_1	52000	10.22	5.06	2.77	2.39	0.0	0.0
